excel_row_1_based,name,scholar_profile_id_excel,profile_url,local_match_count,local_profile_id,local_name,has_profile_json,has_chunks,all_local_profile_ids
6,,nan,https://engineering.osu.edu/people/sanghvi.40,1,3f6e2745-27f4-45b0-87d0-51abab545dc1,Aarnav Sanghvi,True,False,3f6e2745-27f4-45b0-87d0-51abab545dc1
10,,nan,https://medicine.osu.edu/find-faculty/clinical/family-medicine/aaron-clark-do,0,,,False,False,
11,,nan,na,0,,,False,False,
12,,nan,https://cph.osu.edu/people/afields,1,1fbb392e-2313-4063-be67-408845272d0c,Aaron Fields,True,False,1fbb392e-2313-4063-be67-408845272d0c
13,,nan,na,0,,,False,False,
20,,nan,https://pathology.osu.edu/faculty/victor.html,1,87091cb5-9b02-4a3e-a01f-dd05d05721bb,Aaron Victor,True,False,87091cb5-9b02-4a3e-a01f-dd05d05721bb
21,,nan,https://optometry.osu.edu/directory/faculty/aaron-zimmerman,1,6c76ccc7-4b0c-4e5f-971a-936921ee95b5,Aaron Zimmerman,True,False,6c76ccc7-4b0c-4e5f-971a-936921ee95b5
22,,nan,https://wexnermedical.osu.edu/find-a-doctor/aashka-patel-aprn-cnm-80734,1,18abc6c7-52a1-4c45-9226-922e571707d5,Aashka Patel,True,False,18abc6c7-52a1-4c45-9226-922e571707d5
24,,nan,https://pathology.osu.edu/faculty/limbach.html,1,c80cb232-aae8-41d2-b972-ebce9c74924b,Abberly Lott Limbach,True,False,c80cb232-aae8-41d2-b972-ebce9c74924b
26,,nan,https://fisher.osu.edu/people/christian.276,1,1d5ce3a0-817a-4f61-8320-16fbdad0f7b9,Abbey Christian,True,False,1d5ce3a0-817a-4f61-8320-16fbdad0f7b9
40,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/abdullah-m-khan,0,,,False,False,
43,,nan,https://engineering.osu.edu/people/albattah.1,1,a7d76a4c-288f-481b-b0f5-e231daa31d49,Abdulraheem Albattah,True,False,a7d76a4c-288f-481b-b0f5-e231daa31d49
46,,nan,https://pathology.osu.edu/faculty/asatoskar.html,1,5cc6f79e-4e55-4033-8928-42f9e5569ae8,Abhay Satoskar,True,False,5cc6f79e-4e55-4033-8928-42f9e5569ae8
55,,nan,https://cph.osu.edu/people/aturner,1,470a94f6-f328-444a-aaa4-7067d81b06ed,Abigail Norris Turner,True,False,470a94f6-f328-444a-aaa4-7067d81b06ed
57,,nan,https://cph.osu.edu/people/ashoben,1,0c6d7c0b-9007-40fd-b2d2-068a6b80477f,Abigail Shoben,True,False,0c6d7c0b-9007-40fd-b2d2-068a6b80477f
60,,nan,https://wexnermedical.osu.edu/find-a-doctor/abirami-thiyagarajan-md-123811,1,2e594c3f-0c89-4dc3-b964-273b2724e37b,Abirami Thiyagarajan,True,False,2e594c3f-0c89-4dc3-b964-273b2724e37b
61,,nan,https://medicine.osu.edu/find-faculty/clinical/bioethics/abraham-graber,1,c9a27deb-5cdb-43e1-aeef-32f5610b5639,Abraham Graber,True,False,c9a27deb-5cdb-43e1-aeef-32f5610b5639
62,,nan,https://wexnermedical.osu.edu/find-a-doctor/abraham-korman-md-78212,1,10ab9d31-7acf-4762-a6a6-7be924a497c8,Abraham Korman,True,False,10ab9d31-7acf-4762-a6a6-7be924a497c8
64,,nan,https://dentistry.osu.edu/faculty/abraham-schneider-dds-phd,1,163f3aa7-2f7f-4327-9e33-ebfbf9d4e138,Abraham Schneider,True,False,163f3aa7-2f7f-4327-9e33-ebfbf9d4e138
67,,nan,na,0,,,False,False,
73,,nan,https://engineering.osu.edu/people/esmail.20,1,f79203d9-00f1-47b2-a625-aba796b88f52,Adam Esmail,True,False,f79203d9-00f1-47b2-a625-aba796b88f52
76,,nan,https://nursing.osu.edu/faculty-and-staff/adam-fromme,0,,,False,False,
80,,nan,https://nursing.osu.edu/faculty-and-staff/adam-hemminger,0,,,False,False,
81,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/adam-s-potter,0,,,False,False,
82,,nan,https://wexnermedical.osu.edu/find-a-doctor/adam-quick-md-30470,1,65acb90a-c088-4974-a66d-7764b2b792a8,Adam Quick,True,False,65acb90a-c088-4974-a66d-7764b2b792a8
83,,nan,https://wexnermedical.osu.edu/find-a-doctor/adam-ramey-md-88916,1,795a3e8c-9891-4437-86fd-a1b43ec7d9e8,Adam Ramey,True,False,795a3e8c-9891-4437-86fd-a1b43ec7d9e8
84,,nan,https://vet.osu.edu/people/adam-rudinsky,1,fdf25fc3-e980-4c42-a667-ec202720dc29,Adam Rudinsky,True,False,fdf25fc3-e980-4c42-a667-ec202720dc29
85,,nan,https://engineering.osu.edu/people/shadd.5,1,e127d171-e816-488f-8d0e-1c74ff9fb558,Adam Shadd,True,False,e127d171-e816-488f-8d0e-1c74ff9fb558
89,,nan,https://glenn.osu.edu/addie-natalie,1,3354f370-ae0e-476b-bde4-ec77bc0cda1c,Addie Natalie,True,False,3354f370-ae0e-476b-bde4-ec77bc0cda1c
90,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/adeel-arshad,0,,,False,False,
98,,nan,https://fisher.osu.edu/people/kumar.400,0,,,False,False,
100,,nan,https://pathology.osu.edu/faculty/suarez.html,1,fbf7e246-0f21-4783-a807-d18986787724,Adrian Suarez,True,False,fbf7e246-0f21-4783-a807-d18986787724
101,,nan,https://medicine.osu.edu/find-faculty/non-clinical/microbial-infection-and-immunity/adriana-forero-phd,0,,,False,False,
102,,nan,https://www.nationwidechildrens.org/find-a-doctor/profiles/adriane-l-baylis,1,1af78a28-2676-4982-9925-a70c75ff6379,Adriane Baylis,True,False,1af78a28-2676-4982-9925-a70c75ff6379
108,,nan,https://pathology.osu.edu/faculty/freud.html,1,dfe112c5-eb1c-49c3-8c43-ddbeb04d8995,Aharon Freud,True,False,dfe112c5-eb1c-49c3-8c43-ddbeb04d8995
110,,nan,na,0,,,False,False,
114,,nan,https://engineering.osu.edu/people/mohammadshirazi.2,1,4c82ee85-d71a-4f96-8dd6-d8f7c5b84712,Ahmad Mohammadshirazi,True,False,4c82ee85-d71a-4f96-8dd6-d8f7c5b84712
115,,nan,https://wexnermedical.osu.edu/find-a-doctor/ahmad-mostafavifar-md-42794,1,c873bacc-e1c3-41c4-871a-366d629ee0a2,Ahmad Mostafavifar,True,False,c873bacc-e1c3-41c4-871a-366d629ee0a2
116,,nan,https://wexnermedical.osu.edu/find-a-doctor/eric-schumacher-do-24687,0,,,False,False,
117,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/ahmad-shabsigh,0,,,False,False,
119,,nan,https://engineering.osu.edu/people/valipour.2,1,eebfaba1-1638-493f-9f15-052088d53447,Ahmadreza Valipour,True,False,eebfaba1-1638-493f-9f15-052088d53447
121,,nan,https://wexnermedical.osu.edu/find-a-doctor/ahmed-elmaaz-md-164656,1,3ee63159-bfb0-4bed-8215-cd591b32c18c,Ahmed Elmaaz,True,False,3ee63159-bfb0-4bed-8215-cd591b32c18c
123,,nan,https://cancer.osu.edu/find-a-researcher/search-researcher-directory/ahmet-ayan,0,,,False,False,
126,,nan,https://engineering.osu.edu/people/garabed.2,1,c450a4e8-e4eb-46af-a402-0b71d308efbb,Aidan Garabed,True,False,c450a4e8-e4eb-46af-a402-0b71d308efbb
127,,nan,https://wexnermedical.osu.edu/find-a-doctor/aijaz-gundroo-mbbs-101024,1,4b3716c9-8264-4eb9-b5ca-59c9e14f97f7,Aijaz Gundroo,True,False,4b3716c9-8264-4eb9-b5ca-59c9e14f97f7
135,,nan,https://nursing.osu.edu/faculty-and-staff/aissatou-diallo,0,,,False,False,
137,,nan,https://wexnermedical.osu.edu/find-a-doctor/ajay-vallakati-mbbs-69115,1,18fa6345-e1ed-4ded-97e2-4045fa93e71e,Ajay Vallakati,True,False,18fa6345-e1ed-4ded-97e2-4045fa93e71e
140,,nan,https://cph.osu.edu/people/akhan,1,377042fd-bdeb-4695-a2df-07ed0cb72bc9,Ajmal Khan,True,False,377042fd-bdeb-4695-a2df-07ed0cb72bc9
141,,nan,https://wexnermedical.osu.edu/find-a-doctor/akash-goyal-md-110394,1,e3cede9c-6561-4524-91b1-a19608f34ebd,Akash Goyal,True,False,e3cede9c-6561-4524-91b1-a19608f34ebd
148,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/akshay-sood,0,,,False,False,
149,,nan,https://wexnermedical.osu.edu/find-a-doctor/akshitha-alvarez-md-97252,1,1f2d767e-42f7-4091-be30-2e3d7d69e997,Akshitha Alvarez,True,False,1f2d767e-42f7-4091-be30-2e3d7d69e997
154,,nan,https://wexnermedical.osu.edu/find-a-doctor/alan-harzman-md-30588,1,baf2f621-155a-45a6-9932-aa671d91d85c,Alan Harzman,True,False,baf2f621-155a-45a6-9932-aa671d91d85c
156,,nan,na,0,,,False,False,
161,,nan,https://pathology.osu.edu/faculty/dasgupta.html,1,1be492ad-a61a-4888-bc2c-2e25240e6a8a,Alana Dasgupta,True,False,1be492ad-a61a-4888-bc2c-2e25240e6a8a
163,,nan,https://cancer.osu.edu/find-a-researcher/search-researcher-directory/alayna-pauline-tackett,0,,,False,False,
165,,nan,https://wexnermedical.osu.edu/find-a-doctor/albert-clairmont-md-1096,1,d86ea888-7d51-44a2-8f61-43a41d575110,Albert Clairmont,True,False,d86ea888-7d51-44a2-8f61-43a41d575110
166,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/albert-j-cook,0,,,False,False,
167,,nan,https://wexnermedical.osu.edu/find-a-doctor/alberto-revelo-md-90510,1,d24b22c1-8ee7-4501-b3e9-088e320a9635,Alberto Revelo,True,False,d24b22c1-8ee7-4501-b3e9-088e320a9635
168,,nan,https://wexnermedical.osu.edu/find-a-doctor/Alden-Gilliom-APRN-CNP-87696,0,,,False,False,
172,,nan,https://vet.osu.edu/people/alecia-naugle,1,69bfc7e5-c1c3-42eb-b2a8-bf5142afa63a,Alecia Naugle,True,False,69bfc7e5-c1c3-42eb-b2a8-bf5142afa63a
175,,nan,https://wexnermedical.osu.edu/find-a-doctor/alejandro-diez-md-45355,1,3721340c-50d5-4653-a564-09e4ef7b6e19,Alejandro Diez,True,False,3721340c-50d5-4653-a564-09e4ef7b6e19
176,,nan,https://dentistry.osu.edu/faculty/alejandro-m-peregrina-dds-ms,1,4d9e780b-c45e-479a-80fa-520a413e731e,Alejandro Peregrina,True,False,4d9e780b-c45e-479a-80fa-520a413e731e
178,,nan,https://wexnermedical.osu.edu/find-a-doctor/alek-adkins-md-150473,1,6b98863b-d4f6-466e-b1e8-9ba0bc400e8e,Alek Adkins,True,False,6b98863b-d4f6-466e-b1e8-9ba0bc400e8e
182,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/alex-b-blair,0,,,False,False,
191,,nan,https://vet.osu.edu/people/alex-riggs,1,d318aca8-128f-405a-8473-7368a74b30a3,Alex Riggs,True,False,d318aca8-128f-405a-8473-7368a74b30a3
194,,nan,https://engineering.osu.edu/people/serrano.980,1,abe65655-cfd1-4c47-a7ab-05acf5331aa8,Alex Serrano,True,False,abe65655-cfd1-4c47-a7ab-05acf5331aa8
196,,nan,https://fisher.osu.edu/people/souders.31,1,6e7e50a3-1866-4c8d-b8a9-e39d28fd2afd,Alex Souders,True,False,6e7e50a3-1866-4c8d-b8a9-e39d28fd2afd
198,,nan,https://glenn.osu.edu/alex-toomey,1,42eb5dba-a778-432e-8140-9f88f9dc84c4,Alex Toomey,True,False,42eb5dba-a778-432e-8140-9f88f9dc84c4
200,,nan,https://optometry.osu.edu/directory/staff/alexandar-raasch,1,cc4dd537-5bf9-4c4a-a343-288562b28fa0,Alexandar Raasch,True,False,cc4dd537-5bf9-4c4a-a343-288562b28fa0
201,,nan,na,0,,,False,False,
203,,nan,https://engineering.osu.edu/people/dettloff.1,1,410c4874-61a1-4be5-99a4-5d23c96bfaa9,Alexander Dettloff,True,False,410c4874-61a1-4be5-99a4-5d23c96bfaa9
206,,nan,https://wexnermedical.osu.edu/find-a-doctor/alexander-hooper-md-123583,1,64aa5fcc-6181-4db4-8b5d-42308db906de,Alexander Hooper,True,False,64aa5fcc-6181-4db4-8b5d-42308db906de
208,,nan,https://wexnermedical.osu.edu/find-a-doctor/alexander-morrison-md-164778,1,de0360f8-18c3-42c5-b4e6-56a9048d563f,Alexander Morrison,True,False,de0360f8-18c3-42c5-b4e6-56a9048d563f
211,,nan,https://wexnermedical.osu.edu/find-a-doctor/alexander-ulintz-md-137222,1,7c0ae124-93d3-47c6-aa6b-9b703fad3c56,Alexander Ulintz,True,False,7c0ae124-93d3-47c6-aa6b-9b703fad3c56
215,,nan,https://wexnermedical.osu.edu/find-a-doctor/alexandra-bery-md-136151,1,87d81371-7352-4822-90a9-26b53e810e15,Alexandra Bery,True,False,87d81371-7352-4822-90a9-26b53e810e15
225,,nan,https://dentistry.osu.edu/faculty/alfred-w-reader-dds-ms,1,54ba38fc-124a-425f-b23c-82951f5512cb,Alfred W. Reader,True,False,54ba38fc-124a-425f-b23c-82951f5512cb
226,,nan,https://wexnermedical.osu.edu/find-a-doctor/ali-ajam-mbbs-43908,1,44e6ef3b-9c2c-402a-8514-e2b71a6837e8,Ali Ajam,True,False,44e6ef3b-9c2c-402a-8514-e2b71a6837e8
236,,nan,https://wexnermedical.osu.edu/find-a-doctor/sapna-shah-md-150109,0,,,False,False,
240,,nan,https://cph.osu.edu/people/ahinton,1,86c2c7b3-a4db-4f85-a47f-8180424c2065,Alice Hinton,True,False,86c2c7b3-a4db-4f85-a47f-8180424c2065
242,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/alice-mims,0,,,False,False,
245,,nan,https://wexnermedical.osu.edu/find-a-doctor/alessandra-gasior-do-72691,0,,,False,False,
247,,nan,https://wexnermedical.osu.edu/find-a-doctor/alicia-zha-md-45954,1,097047e2-12ef-42ba-a20c-86bddaa661f8,Alicia Zha,True,False,097047e2-12ef-42ba-a20c-86bddaa661f8
249,,nan,https://engineering.osu.edu/people/shamsaeisarvestani.2,1,16b2a50d-032c-4ebe-a434-2c50bfa2e8cb,Alireza Shamsaei Sarvestani,True,False,16b2a50d-032c-4ebe-a434-2c50bfa2e8cb
250,,nan,na,0,,,False,False,
251,,nan,https://wexnermedical.osu.edu/find-a-doctor/alisha-plotner-md-46191,1,7edeeb64-36fb-48ce-b531-9ce04346cebc,Alisha Plotner,True,False,7edeeb64-36fb-48ce-b531-9ce04346cebc
255,,nan,https://medicine.osu.edu/find-faculty/clinical/family-medicine/alison-mackinley-md,0,,,False,False,
256,,nan,https://cph.osu.edu/people/anorris,1,3a78d4a1-3ff1-4d8b-89cc-71de3f5b3562,Alison Norris,True,False,3a78d4a1-3ff1-4d8b-89cc-71de3f5b3562
257,,nan,https://wexnermedical.osu.edu/find-a-doctor/alison-todd-aprn-cnp-181847,0,,,False,False,
258,,nan,https://vet.osu.edu/people/alissa-wilhelm,1,b1fcc82e-48be-4995-a6a9-8918582f794d,Alissa Wilhelm,True,False,b1fcc82e-48be-4995-a6a9-8918582f794d
260,,nan,https://ehe.osu.edu/directory?id=mallory.102,1,aebae2f5-0484-49bc-839d-473811f27ebe,Allen Mallory,True,False,aebae2f5-0484-49bc-839d-473811f27ebe
266,,nan,https://engineering.osu.edu/people/calcaterra.11,1,533c8b47-eacf-40e0-a25e-9ba7fef67d96,Allison Calcaterra,True,False,533c8b47-eacf-40e0-a25e-9ba7fef67d96
271,,nan,https://wexnermedical.osu.edu/find-a-doctor/allison-levering-aprn-cnp-41100,1,bef55df8-bc3c-43fe-a3ee-150c729a7bab,Allison Levering,True,False,bef55df8-bc3c-43fe-a3ee-150c729a7bab
273,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/allison-quick,0,,,False,False,
275,,nan,https://medicine.osu.edu/find-faculty/clinical/family-medicine/allison-macerollo-md,1,bdd25717-3542-48d6-a933-59e00ea19186,Allison Macerollo,True,False,bdd25717-3542-48d6-a933-59e00ea19186
277,,nan,https://wexnermedical.osu.edu/find-a-doctor/allison-rossetti-md-36583,1,e1dfff11-fd75-4e1c-b4c8-829a416adcc8,Allison Rossetti,True,False,e1dfff11-fd75-4e1c-b4c8-829a416adcc8
278,,nan,https://hrs.osu.edu/faculty-and-staff/faculty-directory/stokes-allison,1,f40670c4-af66-452f-b044-06bd40724a16,Allison Stokes,True,False,f40670c4-af66-452f-b044-06bd40724a16
280,,nan,https://wexnermedical.osu.edu/find-a-doctor/allison-talley-aprn-cnp-47381,0,,,False,False,
283,,nan,https://medicine.osu.edu/find-faculty/clinical/internal-medicine/allyson-duffy,0,,,False,False,
284,,nan,na,0,,,False,False,
289,,nan,https://engineering.osu.edu/people/williams.3780,1,7d828ad5-73c9-44fa-894d-47b167887059,Alvian Williams,True,False,7d828ad5-73c9-44fa-894d-47b167887059
290,,nan,https://cph.osu.edu/people/ennis82,1,67a3ab2f-18d0-42a3-ba99-395b38b6126a,Alysha Caine Ennis,True,False,67a3ab2f-18d0-42a3-ba99-395b38b6126a
293,,nan,https://cph.osu.edu/people/reynolds854,1,22696c7e-2cbe-4f58-bfde-9246b9aa6938,Alyssa Reynolds,True,False,22696c7e-2cbe-4f58-bfde-9246b9aa6938
294,,nan,https://medicine.osu.edu/find-faculty/non-clinical/microbial-infection-and-immunity/amal-amer,0,,,False,False,
295,,nan,https://dentistry.osu.edu/faculty/amana-farrkh-dds,1,393ce71f-f228-40ef-993c-61f267349c6d,Amana Farrkh,True,False,393ce71f-f228-40ef-993c-61f267349c6d
296,,nan,https://vet.osu.edu/people/amanda-berrian,1,0cc9cc38-9350-456f-b28a-61e7c0e5514c,Amanda Berrian,True,False,0cc9cc38-9350-456f-b28a-61e7c0e5514c
297,,nan,https://ehe.osu.edu/directory?id=bird.96,1,6f416b03-3cff-4dcf-ba93-828634be0ba1,Amanda Bird,True,False,6f416b03-3cff-4dcf-ba93-828634be0ba1
299,,nan,na,0,,,False,False,
301,,nan,https://cancer.osu.edu/find-a-researcher/search-researcher-directory/amanda-e-toland,0,,,False,False,
302,,nan,na,0,,,False,False,
304,,nan,na,0,,,False,False,
305,,nan,na,0,,,False,False,
306,,nan,https://vet.osu.edu/people/amanda-jurkoshek,1,dba8e6f4-bcb3-4a15-b0df-77f7528a10e7,Amanda Jurkoshek,True,False,dba8e6f4-bcb3-4a15-b0df-77f7528a10e7
309,,nan,https://artsandsciences.osu.edu/people/nicol.169,0,,,False,False,
310,,nan,https://vet.osu.edu/people/amanda-panfil,1,ca31316e-5c79-40c4-bdeb-9082064443bf,Amanda Panfil,True,False,ca31316e-5c79-40c4-bdeb-9082064443bf
311,,nan,https://medicine.osu.edu/find-faculty/clinical/family-medicine/amanda-pannu-md,0,,,False,False,
315,,nan,https://engineering.osu.edu/people/trout.127,1,9650ed5e-77b6-475a-a0d4-0e454fe82d3c,Amanda Trout,True,False,9650ed5e-77b6-475a-a0d4-0e454fe82d3c
316,,nan,https://www.nationwidechildrens.org/find-a-doctor/profiles/amanda-l-way,1,1752b9f2-ce56-40fc-949f-eeabfac2182b,Amanda Way,True,False,1752b9f2-ce56-40fc-949f-eeabfac2182b
317,,nan,https://medicine.osu.edu/find-faculty/clinical/obgyn/amber-bondurant-md,0,,,False,False,
320,,nan,https://artsandsciences.osu.edu/people/diglaw.1,0,,,False,False,
321,,nan,na,0,,,False,False,
322,,nan,https://wexnermedical.osu.edu/find-a-doctor/amber-hall-aprn-cnm-87215,1,7b26af3a-4309-4167-af44-b822d403fe83,Amber Hall,True,False,7b26af3a-4309-4167-af44-b822d403fe83
323,,nan,https://fisher.osu.edu/people/herron.143,1,50c23599-5574-44cc-9884-044ac585ff9d,Amber Herron,True,False,50c23599-5574-44cc-9884-044ac585ff9d
324,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/amber-m-holbrook,0,,,False,False,
326,,nan,https://wexnermedical.osu.edu/find-a-doctor/amber-traugott-md-61585,1,0c2b5c73-8cc3-4242-a060-111f909f7c73,Amber Traugott,True,False,0c2b5c73-8cc3-4242-a060-111f909f7c73
327,,nan,na,0,,,False,False,
330,,nan,https://medicine.osu.edu/find-faculty/clinical/transplantation-surgery/amer-rajab-md-phd,1,877e5426-bffb-42f3-972e-ab1a2b22587e,Amer Rajab,True,False,877e5426-bffb-42f3-972e-ab1a2b22587e
335,,nan,https://cancer.osu.edu/find-a-doctor/search-physician-directory/amir-mortazavi,0,,,False,False,
341,,nan,https://wexnermedical.osu.edu/find-a-doctor/amit-tandon-md-29918,1,9333a16d-7f9c-4ebf-8e1e-c12b7466a9d8,Amit Tandon,True,False,9333a16d-7f9c-4ebf-8e1e-c12b7466a9d8
346,,nan,https://engineering.osu.edu/people/cherry.153,1,0e93ad6f-e3cc-48fb-bc37-564cd44a863e,Amy Cherry,True,False,0e93ad6f-e3cc-48fb-bc37-564cd44a863e
350,,nan,https://glenn.osu.edu/amy-elliot,1,f409fdbf-604f-44cb-9c67-b24ae80dc967,Amy Elliot,True,False,f409fdbf-604f-44cb-9c67-b24ae80dc967
351,,nan,https://cph.osu.edu/people/aferketich,1,6a49f8a2-392b-4abe-8a14-dd11cb1ba3c8,Amy Ferketich,True,False,6a49f8a2-392b-4abe-8a14-dd11cb1ba3c8
352,,nan,https://cancer.osu.edu/find-a-researcher/search-researcher-directory/amy-k-ferketich,0,,,False,False,
354,,nan,https://vet.osu.edu/people/amy-habing,1,1eb5f687-79f0-4d55-b7f5-14076ce99093,Amy Habing,True,False,1eb5f687-79f0-4d55-b7f5-14076ce99093
355,,nan,https://www.nationwidechildrens.org/find-a-doctor/profiles/amy-d-hiller,1,56b6b477-57ef-43f9-bd45-e2646f483a4a,Amy Hiller,True,False,56b6b477-57ef-43f9-bd45-e2646f483a4a
356,,nan,na,0,,,False,False,
357,,nan,https://medicine.osu.edu/find-faculty/non-clinical/biomedical-informatics/amy-hite,0,,,False,False,
358,,nan,https://medicine.osu.edu/find-faculty/clinical/neurosurgery/amy-gleichman,0,,,False,False,
362,,nan,https://www.nationwidechildrens.org/find-a-doctor/profiles/amy-l-leber,1,87b7e0c3-1d8a-40e4-91e1-510650f3b81e,Amy L. Leber,True,False,87b7e0c3-1d8a-40e4-91e1-510650f3b81e
363,,nan,https://www.nationwidechildrens.org/find-a-doctor/profiles/amy-lauren-pyle,1,2114d26b-3d6d-42dc-ac65-094389bf85b3,Amy L. Pyle-Eilola,True,False,2114d26b-3d6d-42dc-ac65-094389bf85b3
365,,nan,na,0,,,False,False,
368,,nan,https://wexnermedical.osu.edu/find-a-doctor/amy-moore-md-93132,1,e416884a-3b28-4f94-a4dd-8701736a53cd,Amy Moore,True,False,e416884a-3b28-4f94-a4dd-8701736a53cd
369,,nan,na,0,,,False,False,
370,,nan,https://artsandsciences.osu.edu/people/raubenolt.17,0,,,False,False,
373,,nan,https://engineering.osu.edu/people/slusher.68,1,aff414fb-9f40-4610-9b66-a1c340dbb802,Amy Slusher,True,False,aff414fb-9f40-4610-9b66-a1c340dbb802
378,,nan,https://fisher.osu.edu/people/weisbach.3,1,ab5fc4cc-8746-4963-bc60-12068929e0bd,Amy Weisbach,True,False,ab5fc4cc-8746-4963-bc60-12068929e0bd
379,,nan,https://wexnermedical.osu.edu/find-a-doctor/amy-yau-md-130877,1,c762b01c-595a-46fd-9c7d-3c1d6ca45d81,Amy Yau,True,False,c762b01c-595a-46fd-9c7d-3c1d6ca45d81
380,,nan,https://wexnermedical.osu.edu/find-a-doctor/amythest-gauthier-md-89780,1,368bca19-9b4c-4135-a6dc-d18ea99e733c,Amythest Gauthier,True,False,368bca19-9b4c-4135-a6dc-d18ea99e733c
384,,nan,https://medicine.osu.edu/find-faculty/clinical/internal-medicine/ana-mora-md,0,,,False,False,
385,,nan,https://wexnermedical.osu.edu/find-a-doctor/ana-petrova-md-82082,1,fec533d9-7ae3-4b37-84d7-4f8d7dc0c335,Ana Petrova,True,False,fec533d9-7ae3-4b37-84d7-4f8d7dc0c335
388,,nan,https://wexnermedical.osu.edu/find-a-doctor/ana-verdecia-md-78341,1,7367359f-178a-44e7-9eb6-be04d82d2d97,Ana Verdecia,True,False,7367359f-178a-44e7-9eb6-be04d82d2d97
391,,nan,https://wexnermedical.osu.edu/find-a-doctor/anahita-jalilvand-md-phd-55598,1,8aab297e-ab38-4735-9080-36a2bebd12a8,Anahita Jalilvand,True,False,8aab297e-ab38-4735-9080-36a2bebd12a8
392,,nan,https://glenn.osu.edu/anand-desai,1,7d01f926-9be5-4d9c-acad-1932e309804b,Anand Desai,True,False,7d01f926-9be5-4d9c-acad-1932e309804b
400,,nan,https://wexnermedical.osu.edu/find-a-doctor/anastasia-matthews-md-97022,1,d564e2f1-6cbb-4789-b071-2ae71542e936,Anastasia Matthews,True,False,d564e2f1-6cbb-4789-b071-2ae71542e936
402,,nan,https://wexnermedical.osu.edu/find-a-doctor/anastasia-soulas-od-153268,1,41f559ce-dcef-4c2f-b340-8b337a9f825a,Anastasia Soulas,True,False,41f559ce-dcef-4c2f-b340-8b337a9f825a
403,,nan,https://vet.osu.edu/people/anastasia-vlasova,1,bc295453-5fc9-4404-ac6b-8bdee57e060f,Anastasia Vlasova,True,False,bc295453-5fc9-4404-ac6b-8bdee57e060f
404,,nan,https://medicine.osu.edu/find-faculty/clinical/internal-medicine/anasuya-sarkar-phd,1,1d183af1-3d78-45b6-93ea-ec1e7995afe6,Anasuya Sarkar,True,False,1d183af1-3d78-45b6-93ea-ec1e7995afe6
405,,nan,https://vet.osu.edu/people/andhika-putra,1,3f8a7f3a-8155-453e-b6a2-59639421a17c,Andhika Putra,True,False,3f8a7f3a-8155-453e-b6a2-59639421a17c
406,,nan,na,0,,,False,False,
409,,nan,https://wexnermedical.osu.edu/find-a-doctor/andrea-battistini-md-183029,1,c2853602-14d1-4862-9d15-21441a9daa6e,Andrea Battistini,True,False,c2853602-14d1-4862-9d15-21441a9daa6e
410,,nan,https://glenn.osu.edu/andrea-boxill,1,1a903d31-1206-47cc-b571-8c0a7e5704ec,Andrea Boxill,True,False,1a903d31-1206-47cc-b571-8c0a7e5704ec
416,,nan,https://engineering.osu.edu/people/giacobbo.1,1,e98ab34d-020b-45ea-9ec3-f58bcd849913,Andrea Giacobbo,True,False,e98ab34d-020b-45ea-9ec3-f58bcd849913
418,,nan,na,0,,,False,False,
421,,nan,na,0,,,False,False,
422,,nan,https://wexnermedical.osu.edu/find-a-doctor/andrea-sawchyn-md-26339,1,6d127bea-d232-408a-a982-885aa549a7d7,Andrea Sawchyn,True,False,6d127bea-d232-408a-a982-885aa549a7d7
423,,nan,https://medicine.osu.edu/find-faculty/clinical/obgyn/andrea-snyder-md-phd,0,,,False,False,
424,,nan,https://medicine.osu.edu/find-faculty/non-clinical/neuroscience/andrea-tedeschi-phd,0,,,False,False,
430,,nan,https://cph.osu.edu/people/abergman,1,60226ce5-a7a0-4933-a486-9694e1e08284,Andrew Bergman,True,False,60226ce5-a7a0-4933-a486-9694e1e08284
432,,nan,https://vet.osu.edu/people/andrew-bowman,1,1ca9bb97-3e7a-4296-b2f0-7bed7610e928,Andrew Bowman,True,False,1ca9bb97-3e7a-4296-b2f0-7bed7610e928
436,,nan,https://engineering.osu.edu/people/dornack.1,1,2ea85c06-4ae4-48a4-aa42-25f5957a2f27,Andrew Dornack,True,False,2ea85c06-4ae4-48a4-aa42-25f5957a2f27
439,,nan,https://wexnermedical.osu.edu/find-a-doctor/andrew-gathof-md-46065,1,18035646-f12f-43df-9f0c-37fb680b9ba4,Andrew Gathof,True,False,18035646-f12f-43df-9f0c-37fb680b9ba4
441,,nan,https://medicine.osu.edu/find-faculty/clinical/orthopaedics/andrew-glassman,0,,,False,False,
