file,scholar,num_urls,unique_urls,distinct_domains,categories,accuracy,uniqueness,richness,quantity,overall
albert-chao-83b357c2.txt,Albert Chao,9,9,7,other:4|faculty_osu:3|academic_profile:1|publications:1,10.0,10.0,8.6,8.5,9.4
allison-kelly-54a0d2d9.txt,Allison Kelly,9,9,8,other:5|university:2|faculty_osu:1|academic_profile:1,10.0,10.0,8.6,8.5,9.4
anthony-shoup-8ad4bbfb.txt,Anthony Shoup,8,8,6,faculty_osu:3|other:3|academic_profile:1|publications:1,10.0,10.0,8.6,8.5,9.4
claudia-turro-268952c2.txt,Claudia Turro,12,12,9,faculty_osu:4|other:4|academic_profile:2|university:1|encyclopedia:1,9.2,10.0,10.0,8.5,9.4
daniel-conway-8b48378f.txt,Daniel Conway,11,11,7,faculty_osu:5|academic_profile:2|other:2|university:1|gov:1,9.1,10.0,10.0,8.5,9.4
dave-moore-96c57f8d.txt,Dave Moore,8,8,5,faculty_osu:4|academic_profile:2|university:1|gov:1,10.0,10.0,8.6,8.5,9.4
isil-erel-d7a808fe.txt,Isil Erel,12,12,8,faculty_osu:5|other:4|academic_profile:2|university:1,10.0,10.0,8.6,8.5,9.4
james-chen-82e8caf8.txt,James Chen,10,10,6,faculty_osu:5|other:3|academic_profile:1|university:1,10.0,10.0,8.6,8.5,9.4
james-toney-3e082dc2.txt,James Toney,8,8,6,academic_profile:3|faculty_osu:2|other:2|university:1,10.0,10.0,8.6,8.5,9.4
james-williams-afbd533c.txt,James Williams,7,7,6,faculty_osu:2|other:2|academic_profile:1|university:1|encyclopedia:1,10.0,10.0,10.0,7.0,9.4
stephen-turk-83f19050.txt,Stephen Turk,9,9,7,faculty_osu:3|other:3|academic_profile:2|university:1,10.0,10.0,8.6,8.5,9.4
steve-yurkovich-e2b76a58.txt,Steve Yurkovich,7,7,5,faculty_osu:2|university:2|academic_profile:1|other:1|encyclopedia:1,10.0,10.0,10.0,7.0,9.4
terri-fisher-33f2f4e5.txt,Terri Fisher,7,7,6,university:3|faculty_osu:1|academic_profile:1|encyclopedia:1|other:1,10.0,10.0,10.0,7.0,9.4
yoonkyung-lee-76418b32.txt,Yoonkyung Lee,12,12,7,faculty_osu:5|academic_profile:4|university:1|other:1|encyclopedia:1,9.2,10.0,10.0,8.5,9.4
ana-paula-correia-30ac494c.txt,Ana Paula Correia,9,9,7,faculty_osu:3|academic_profile:2|other:2|university:1|encyclopedia:1,8.9,10.0,10.0,8.5,9.3
david-wood-70e2ab94.txt,David Wood,8,8,6,faculty_osu:3|other:2|academic_profile:1|university:1|encyclopedia:1,8.8,10.0,10.0,8.5,9.3
legacy-2564d580.txt,Legacy,18,18,9,other:14|faculty_osu:2|academic_profile:1|university:1,8.9,10.0,8.6,10.0,9.3
kay-bea-jones-69958c4f.txt,Kay Bea Jones,14,14,5,faculty_osu:10|other:2|publications:1|academic_profile:1,8.6,10.0,8.6,10.0,9.2
marcus-kurtz-f5c97c5d.txt,Marcus Kurtz,17,17,10,faculty_osu:7|other:5|academic_profile:2|publications:2|encyclopedia:1,7.6,10.0,10.0,10.0,9.2
angela-brintlinger-2c7ea857.txt,Angela Brintlinger,17,17,10,faculty_osu:8|other:7|academic_profile:2,9.4,10.0,7.2,10.0,9.1
benjamin-flowers-5cd5720b.txt,Benjamin Flowers,5,5,5,other:2|faculty_osu:1|academic_profile:1|encyclopedia:1,10.0,10.0,8.6,7.0,9.1
cynthia-tyson-27ffa383.txt,Cynthia Tyson,11,11,9,other:6|faculty_osu:2|academic_profile:1|publications:1|books:1,8.2,10.0,10.0,8.5,9.1
david-williams-afe71d81.txt,David Williams,11,11,10,other:4|academic_profile:3|faculty_osu:2|university:1|encyclopedia:1,8.2,10.0,10.0,8.5,9.1
frank-li-4d69b694.txt,Frank Li,6,6,6,other:3|faculty_osu:1|academic_profile:1|university:1,10.0,10.0,8.6,7.0,9.1
mark-failla-5471f7f5.txt,Mark Failla,6,6,6,academic_profile:2|other:2|faculty_osu:1|encyclopedia:1,10.0,10.0,8.6,7.0,9.1
nathan-craig-7aa41dce.txt,Nathan Craig,6,6,5,faculty_osu:2|other:2|academic_profile:1|university:1,10.0,10.0,8.6,7.0,9.1
patricia-j-zettler-3438043c.txt,Patricia J Zettler,6,6,5,faculty_osu:2|other:2|academic_profile:1|university:1,10.0,10.0,8.6,7.0,9.1
robin-soster-552b154a.txt,Robin Soster,6,6,5,academic_profile:3|faculty_osu:1|university:1|other:1,10.0,10.0,8.6,7.0,9.1
sean-hill-afc240c2.txt,Sean Hill,5,5,5,other:2|faculty_osu:1|academic_profile:1|university:1,10.0,10.0,8.6,7.0,9.1
yidan-wang-ea4a6db1.txt,Yidan Wang,7,7,5,university:3|faculty_osu:2|academic_profile:1|other:1,10.0,10.0,8.6,7.0,9.1
ajit-chaudhari-4eedba6c.txt,Ajit Chaudhari,9,9,6,faculty_osu:4|academic_profile:2|other:2|publications:1,8.9,10.0,8.6,8.5,9.0
brian-strzempkowski-84577e2d.txt,Brian Strzempkowski,13,13,6,faculty_osu:8|other:4|academic_profile:1,9.2,10.0,7.2,10.0,9.0
colleen-spees-cbc85f67.txt,Colleen Spees,9,9,7,other:5|faculty_osu:3|academic_profile:1,10.0,10.0,7.2,8.5,9.0
courtenay-moore-2c1b7ddb.txt,Courtenay Moore,8,8,8,other:6|faculty_osu:1|academic_profile:1,10.0,10.0,7.2,8.5,9.0
courtney-ross-81cddb43.txt,Courtney Ross,8,8,6,other:4|faculty_osu:3|academic_profile:1,10.0,10.0,7.2,8.5,9.0
d-michele-basso-a8ef4314.txt,D Michele Basso,11,11,7,faculty_osu:5|other:3|academic_profile:2|publications:1,9.1,10.0,8.6,8.5,9.0
dean-lillard-7929819c.txt,Dean Lillard,10,10,7,faculty_osu:4|academic_profile:2|university:2|other:2,9.0,10.0,8.6,8.5,9.0
james-moore-876f776d.txt,James Moore,8,8,5,faculty_osu:4|other:3|encyclopedia:1,10.0,10.0,7.2,8.5,9.0
jessica-winter-b34deb7c.txt,Jessica Winter,10,10,9,academic_profile:3|other:3|faculty_osu:2|university:1|encyclopedia:1,8.0,10.0,10.0,8.5,9.0
karl-whittington-3e471106.txt,Karl Whittington,9,9,6,faculty_osu:4|academic_profile:3|university:1|other:1,8.9,10.0,8.6,8.5,9.0
kevin-wyatt-b31c67d8.txt,Kevin Wyatt,11,11,6,other:6|faculty_osu:2|academic_profile:2|university:1,9.1,10.0,8.6,8.5,9.0
lai-wei-42dd49e6.txt,Lai Wei,9,9,7,faculty_osu:3|other:3|academic_profile:2|publications:1,8.9,10.0,8.6,8.5,9.0
nawal-taneja-4f554cc2.txt,Nawal Taneja,12,12,10,other:6|faculty_osu:3|academic_profile:1|noise:1|books:1,9.0,10.0,8.6,8.5,9.0
peter-ward-4f14acc2.txt,Peter Ward,12,12,10,other:8|faculty_osu:3|academic_profile:1,10.0,10.0,7.2,8.5,9.0
sanjay-krishna-cd867d87.txt,Sanjay Krishna,10,10,7,faculty_osu:4|other:4|academic_profile:1|gov:1,9.0,10.0,8.6,8.5,9.0
steve-kolb-694ba79c.txt,Steve Kolb,11,11,8,other:7|faculty_osu:3|academic_profile:1,10.0,10.0,7.2,8.5,9.0
william-kraemer-a2b2f974.txt,William Kraemer,9,9,8,other:4|academic_profile:2|university:2|faculty_osu:1,8.9,10.0,8.6,8.5,9.0
anjali-satoskar-29eef58a.txt,Anjali Satoskar,14,14,13,other:8|academic_profile:3|faculty_osu:2|publications:1,7.9,10.0,8.6,10.0,8.9
chen-chen-8d0f3ad7.txt,Chen Chen,8,8,5,faculty_osu:4|other:2|academic_profile:1|publications:1,8.8,10.0,8.6,8.5,8.9
douglas-jackson-smith-21e7f99a.txt,Douglas Jackson Smith,9,9,6,faculty_osu:4|academic_profile:2|university:1|gov:1|other:1,7.8,10.0,10.0,8.5,8.9
emily-dringenberg-d9f7739a.txt,Emily Dringenberg,13,13,7,faculty_osu:5|academic_profile:4|other:2|publications:1|university:1,6.9,10.0,10.0,10.0,8.9
james-scott-6ba7fa3e.txt,James Scott,7,7,5,faculty_osu:3|academic_profile:1|university:1|encyclopedia:1|other:1,8.6,10.0,10.0,7.0,8.9
m-scott-demyan-4ee6bf0c.txt,M Scott Demyan,8,8,6,faculty_osu:3|other:3|academic_profile:1|publications:1,8.8,10.0,8.6,8.5,8.9
andrew-sas-40e06196.txt,Andrew Sas,22,22,15,other:13|faculty_osu:6|academic_profile:3,8.6,10.0,7.2,10.0,8.8
cindy-anderson-3c399011.txt,Cindy Anderson,6,6,4,faculty_osu:3|academic_profile:1|publications:1|other:1,10.0,8.8,8.6,7.0,8.8
datta-gaitonde-2acac5ff.txt,Datta Gaitonde,13,13,7,faculty_osu:6|academic_profile:3|university:2|other:2,7.7,10.0,8.6,10.0,8.8
david-horn-9af53d98.txt,David Horn,11,11,4,faculty_osu:8|other:2|academic_profile:1,10.0,8.8,7.2,8.5,8.8
elizabeth-kirby-f288547b.txt,Elizabeth Kirby,8,8,4,faculty_osu:5|other:2|academic_profile:1,10.0,8.8,7.2,8.5,8.8
elizabeth-stong-aaa64fe5.txt,Elizabeth Stong,5,5,4,faculty_osu:2|university:1|gov:1|other:1,10.0,8.8,8.6,7.0,8.8
joseph-a-alutto-f84b1361.txt,Joseph A Alutto,13,13,9,other:7|faculty_osu:4|gov:2,8.5,10.0,7.2,10.0,8.8
kerry-ard-7c0a2764.txt,Kerry Ard,12,12,7,faculty_osu:5|other:5|academic_profile:1|university:1,8.3,10.0,8.6,8.5,8.8
kurt-koelling-8159d9ef.txt,Kurt Koelling,6,6,5,faculty_osu:2|academic_profile:1|publications:1|university:1|other:1,8.3,10.0,10.0,7.0,8.8
lisa-burris-78d25c44.txt,Lisa Burris,15,15,6,faculty_osu:10|other:3|academic_profile:2,8.7,10.0,7.2,10.0,8.8
rattan-lal-ff0ba66b.txt,Rattan Lal,13,13,12,other:8|faculty_osu:2|academic_profile:2|encyclopedia:1,7.7,10.0,8.6,10.0,8.8
rudolph-buchheit-38f6b291.txt,Rudolph Buchheit,5,5,4,faculty_osu:2|academic_profile:1|university:1|other:1,10.0,8.8,8.6,7.0,8.8
syedah-zahra-atiq-ca24dfb2.txt,Syedah Zahra Atiq,12,12,7,faculty_osu:6|academic_profile:3|other:2|publications:1,8.3,10.0,8.6,8.5,8.8
yanlan-liu-9df5d761.txt,Yanlan Liu,8,8,7,faculty_osu:2|academic_profile:2|other:2|publications:1|university:1,7.5,10.0,10.0,8.5,8.8
yung-fu-chen-ee61cc3a.txt,Yung Fu Chen,8,8,7,faculty_osu:2|academic_profile:2|other:2|publications:1|university:1,7.5,10.0,10.0,8.5,8.8
andrew-cruse-ae09adf2.txt,Andrew Cruse,6,6,6,other:4|faculty_osu:1|academic_profile:1,10.0,10.0,7.2,7.0,8.7
andrew-springer-2506c5ab.txt,Andrew Springer,11,11,11,other:9|faculty_osu:1|academic_profile:1,9.1,10.0,7.2,8.5,8.7
blaise-kimmel-7d9bf5a3.txt,Blaise Kimmel,12,12,5,faculty_osu:8|other:3|academic_profile:1,9.2,10.0,7.2,8.5,8.7
catherine-chung-2c3a94b9.txt,Catherine Chung,10,10,7,faculty_osu:3|academic_profile:3|other:3|university:1,8.0,10.0,8.6,8.5,8.7
glenn-daehn-2d33b982.txt,Glenn Daehn,10,10,6,faculty_osu:5|other:3|academic_profile:2,9.0,10.0,7.2,8.5,8.7
gregory-hitzhusen-258c9404.txt,Gregory Hitzhusen,10,10,6,faculty_osu:3|other:3|academic_profile:2|university:2,8.0,10.0,8.6,8.5,8.7
huang-debao-2223091e.txt,Huang Debao,10,10,7,academic_profile:4|other:3|faculty_osu:2|university:1,8.0,10.0,8.6,8.5,8.7
ibraheem-alqadi-201cd9cb.txt,Ibraheem Alqadi,5,5,5,academic_profile:2|other:2|faculty_osu:1,10.0,10.0,7.2,7.0,8.7
james-burke-4746feed.txt,James Burke,6,6,5,other:3|faculty_osu:2|academic_profile:1,10.0,10.0,7.2,7.0,8.7
jay-plasman-7c5ac9ef.txt,Jay Plasman,10,10,9,academic_profile:4|other:3|faculty_osu:2|university:1,8.0,10.0,8.6,8.5,8.7
jaylen-jones-2a5e759d.txt,Jaylen Jones,10,10,8,other:7|faculty_osu:2|academic_profile:1,9.0,10.0,7.2,8.5,8.7
jeremy-morris-8020db8a.txt,Jeremy Morris,5,5,5,other:3|faculty_osu:1|academic_profile:1,10.0,10.0,7.2,7.0,8.7
jiachen-jiang-6dc8fff1.txt,Jiachen Jiang,11,11,7,other:5|faculty_osu:4|academic_profile:1|publications:1,8.2,10.0,8.6,8.5,8.7
katsube-noriko-6ed15d22.txt,Katsube Noriko,5,5,5,academic_profile:2|other:2|faculty_osu:1,10.0,10.0,7.2,7.0,8.7
nilendu-gupta-5a348ada.txt,Nilendu Gupta,10,10,5,academic_profile:5|faculty_osu:3|other:2,9.0,10.0,7.2,8.5,8.7
paula-meijerink-693168ac.txt,Paula Meijerink,6,6,5,other:3|faculty_osu:2|academic_profile:1,10.0,10.0,7.2,7.0,8.7
rama-diop-78ca53a1.txt,Rama Diop,7,7,5,faculty_osu:3|other:3|academic_profile:1,10.0,10.0,7.2,7.0,8.7
robert-rapp-9ba4c681.txt,Robert Rapp,6,6,5,other:3|faculty_osu:2|academic_profile:1,10.0,10.0,7.2,7.0,8.7
tzachi-zach-edc4c8d8.txt,Tzachi Zach,10,10,9,other:5|faculty_osu:2|academic_profile:2|publications:1,8.0,10.0,8.6,8.5,8.7
waqas-nawaz-9626012c.txt,Waqas Nawaz,6,6,6,other:4|faculty_osu:1|academic_profile:1,10.0,10.0,7.2,7.0,8.7
william-schuler-6670d63a.txt,William Schuler,11,11,6,faculty_osu:5|academic_profile:3|other:2|university:1,8.2,10.0,8.6,8.5,8.7
youngjoo-yi-4a3469a4.txt,Youngjoo Yi,11,11,7,academic_profile:4|faculty_osu:3|other:3|university:1,8.2,10.0,8.6,8.5,8.7
zexu-chen-836280b9.txt,Zexu Chen,5,5,5,academic_profile:2|other:2|faculty_osu:1,10.0,10.0,7.2,7.0,8.7
amy-barnes-39d26058.txt,Amy Barnes,7,7,6,faculty_osu:2|academic_profile:2|other:2|university:1,8.6,10.0,8.6,7.0,8.6
arya-ansari-e006f379.txt,Arya Ansari,20,20,8,faculty_osu:11|academic_profile:4|other:4|publications:1,7.0,10.0,8.6,10.0,8.6
brian-king-857369cc.txt,Brian King,7,7,7,academic_profile:2|university:2|other:2|faculty_osu:1,8.6,10.0,8.6,7.0,8.6
brian-turner-8f904f23.txt,Brian Turner,9,9,5,faculty_osu:5|academic_profile:2|other:2,8.9,10.0,7.2,8.5,8.6
chris-xiong-6ebfb429.txt,Chris Xiong,8,8,5,other:5|faculty_osu:2|publications:1,8.8,10.0,7.2,8.5,8.6
dane-morey-4b0fe196.txt,Dane Morey,9,9,6,faculty_osu:4|academic_profile:2|other:2|publications:1,7.8,10.0,8.6,8.5,8.6
daniel-gingerich-551e577d.txt,Daniel Gingerich,9,9,6,faculty_osu:4|academic_profile:3|university:1|other:1,7.8,10.0,8.6,8.5,8.6
darcy-haag-granello-de7415da.txt,Darcy Haag Granello,14,14,6,faculty_osu:7|other:6|academic_profile:1,7.9,10.0,7.2,10.0,8.6
dave-farson-ebb9728b.txt,Dave Farson,7,7,7,other:3|academic_profile:2|faculty_osu:1|publications:1,8.6,10.0,8.6,7.0,8.6
david-hoelzle-40330ac3.txt,David Hoelzle,17,17,9,faculty_osu:7|academic_profile:5|other:4|publications:1,7.1,10.0,8.6,10.0,8.6
david-mccomb-73c19780.txt,David Mccomb,8,8,7,other:4|faculty_osu:2|academic_profile:2,8.8,10.0,7.2,8.5,8.6
iman-ansari-e9b7b368.txt,Iman Ansari,9,9,6,faculty_osu:4|other:3|academic_profile:1|university:1,7.8,10.0,8.6,8.5,8.6
jacquelyn-meshelemiah-b344e019.txt,Jacquelyn Meshelemiah,9,9,7,faculty_osu:3|academic_profile:3|other:3,8.9,10.0,7.2,8.5,8.6
jessica-quimby-28ed0b66.txt,Jessica Quimby,8,8,8,other:6|faculty_osu:1|academic_profile:1,8.8,10.0,7.2,8.5,8.6
kenneth-steinman-2351b212.txt,Kenneth Steinman,9,9,6,faculty_osu:4|academic_profile:3|other:2,8.9,10.0,7.2,8.5,8.6
laura-boucher-72484fb5.txt,Laura Boucher,8,8,7,other:4|faculty_osu:2|academic_profile:2,8.8,10.0,7.2,8.5,8.6
michael-kines-73163b98.txt,Michael Kines,10,10,7,faculty_osu:3|academic_profile:2|publications:2|university:2|other:1,7.0,10.0,10.0,8.5,8.6
michael-leiblein-a12ab263.txt,Michael Leiblein,9,9,7,academic_profile:3|other:3|faculty_osu:2|university:1,7.8,10.0,8.6,8.5,8.6
michelle-crum-960266dc.txt,Michelle Crum,9,9,8,other:4|faculty_osu:2|university:2|academic_profile:1,7.8,10.0,8.6,8.5,8.6
min-tian-fa0fac45.txt,Min Tian,7,7,5,faculty_osu:3|other:2|academic_profile:1|university:1,8.6,10.0,8.6,7.0,8.6
mo-samimy-d711186b.txt,Mo Samimy,9,9,5,faculty_osu:5|other:2|academic_profile:1|gov:1,7.8,10.0,8.6,8.5,8.6
musab-alebrahim-3b950216.txt,Musab Alebrahim,9,9,8,other:7|faculty_osu:1|academic_profile:1,8.9,10.0,7.2,8.5,8.6
neil-gardner-df5ce05a.txt,Neil Gardner,4,4,4,faculty_osu:1|academic_profile:1|university:1|other:1,10.0,8.8,8.6,6,8.6
ness-shroff-b4013c91.txt,Ness Shroff,10,10,6,faculty_osu:4|academic_profile:3|publications:1|encyclopedia:1|other:1,7.0,10.0,10.0,8.5,8.6
njeri-kagotho-4577f80c.txt,Njeri Kagotho,10,10,8,faculty_osu:2|academic_profile:2|publications:2|university:2|other:2,7.0,10.0,10.0,8.5,8.6
peter-lee-9265bf1a.txt,Peter Lee,7,7,7,other:3|academic_profile:2|faculty_osu:1|university:1,8.6,10.0,8.6,7.0,8.6
phillip-howard-e363f2e5.txt,Phillip Howard,4,4,4,faculty_osu:1|academic_profile:1|university:1|other:1,10.0,8.8,8.6,6,8.6
quentin-anthony-71036318.txt,Quentin Anthony,8,8,6,faculty_osu:3|academic_profile:3|other:2,8.8,10.0,7.2,8.5,8.6
robert-larue-67fb7665.txt,Robert Larue,7,7,5,faculty_osu:3|other:2|academic_profile:1|university:1,8.6,10.0,8.6,7.0,8.6
samantha-ault-65b7a25e.txt,Samantha Ault,8,8,6,other:4|faculty_osu:3|academic_profile:1,8.8,10.0,7.2,8.5,8.6
sara-sampson-379a8d20.txt,Sara Sampson,8,8,6,other:4|faculty_osu:3|academic_profile:1,8.8,10.0,7.2,8.5,8.6
stacey-fineran-8fffb499.txt,Stacey Fineran,8,8,7,other:4|faculty_osu:2|academic_profile:2,8.8,10.0,7.2,8.5,8.6
taiyang-zhang-836514c1.txt,Taiyang Zhang,8,8,5,faculty_osu:3|other:3|academic_profile:2,8.8,10.0,7.2,8.5,8.6
terry-conlisk-9d643a23.txt,Terry Conlisk,9,9,7,other:4|faculty_osu:2|academic_profile:2|books:1,7.8,10.0,8.6,8.5,8.6
tijs-van-maasakkers-8f734547.txt,Tijs Van Maasakkers,9,9,6,faculty_osu:4|other:3|academic_profile:2,8.9,10.0,7.2,8.5,8.6
yi-zhao-dca15234.txt,Yi Zhao,4,4,4,faculty_osu:1|academic_profile:1|university:1|other:1,10.0,8.8,8.6,6,8.6
yiming-fan-bc6de566.txt,Yiming Fan,9,9,5,faculty_osu:5|publications:2|academic_profile:1|other:1,7.8,10.0,8.6,8.5,8.6
yuan-xue-29565ead.txt,Yuan Xue,9,9,9,other:5|academic_profile:2|faculty_osu:1|publications:1,7.8,10.0,8.6,8.5,8.6
yue-zhang-a70c950e.txt,Yue Zhang,7,7,6,other:3|faculty_osu:2|academic_profile:1|university:1,8.6,10.0,8.6,7.0,8.6
zhe-sun-334e5204.txt,Zhe Sun,4,4,4,faculty_osu:1|academic_profile:1|university:1|other:1,10.0,8.8,8.6,6,8.6
aaron-james-2e625989.txt,Aaron James,6,6,5,faculty_osu:2|university:2|encyclopedia:1|other:1,8.3,10.0,8.6,7.0,8.5
andrew-frueh-3f47c636.txt,Andrew Frueh,8,8,6,faculty_osu:3|other:3|academic_profile:1|university:1,7.5,10.0,8.6,8.5,8.5
andrew-maier-480d51d8.txt,Andrew Maier,6,6,5,faculty_osu:2|other:2|academic_profile:1|publications:1,8.3,10.0,8.6,7.0,8.5
austin-brady-bdcdee19.txt,Austin Brady,6,6,6,other:3|faculty_osu:1|academic_profile:1|university:1,8.3,10.0,8.6,7.0,8.5
bernard-hamrock-8c64e5ca.txt,Bernard Hamrock,6,6,6,other:3|faculty_osu:1|academic_profile:1|publications:1,8.3,10.0,8.6,7.0,8.5
bridget-mchugh-8b56bc5a.txt,Bridget Mchugh,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
daniel-c-k-chow-efa48f39.txt,Daniel C K Chow,12,12,11,other:7|faculty_osu:2|academic_profile:2|university:1,7.5,10.0,8.6,8.5,8.5
emel-selamet-735ced03.txt,Emel Selamet,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
fernanda-schumacher-498a5e97.txt,Fernanda Schumacher,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
kan-wang-2ed72bc8.txt,Kan Wang,6,6,5,faculty_osu:2|university:2|academic_profile:1|publications:1,8.3,10.0,8.6,7.0,8.5
kristi-williams-7734e7f7.txt,Kristi Williams,8,8,3,faculty_osu:6|academic_profile:1|other:1,10.0,7.6,7.2,8.5,8.5
larry-garvin-bf12604e.txt,Larry Garvin,6,6,5,faculty_osu:2|academic_profile:2|other:1|encyclopedia:1,8.3,10.0,8.6,7.0,8.5
marvin-white-4275de58.txt,Marvin White,6,6,5,faculty_osu:2|academic_profile:2|publications:1|university:1,8.3,10.0,8.6,7.0,8.5
mary-juhas-60c8c1e1.txt,Mary Juhas,9,9,9,other:5|faculty_osu:1|publications:1|encyclopedia:1|noise:1,7.5,10.0,8.6,8.5,8.5
matthew-reilly-241e8487.txt,Matthew Reilly,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
michael-weisbach-80816063.txt,Michael Weisbach,9,9,7,faculty_osu:3|other:3|university:1|noise:1|books:1,7.5,10.0,8.6,8.5,8.5
minghong-fang-42763b75.txt,Minghong Fang,12,12,9,faculty_osu:3|publications:3|university:3|other:2|academic_profile:1,6.7,10.0,10.0,8.5,8.5
mohamed-s-helal-8e274404.txt,Mohamed S Helal,8,8,8,other:5|faculty_osu:1|academic_profile:1|university:1,7.5,10.0,8.6,8.5,8.5
neharika-karthikeyan-b9b25434.txt,Neharika Karthikeyan,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
paolo-bucci-6836f760.txt,Paolo Bucci,6,6,5,faculty_osu:2|other:2|academic_profile:1|publications:1,8.3,10.0,8.6,7.0,8.5
paul-berger-bde82b4d.txt,Paul Berger,9,9,9,academic_profile:4|other:2|faculty_osu:1|publications:1|encyclopedia:1,6.7,10.0,10.0,8.5,8.5
phillip-barker-cbf7f6ae.txt,Phillip Barker,5,5,4,faculty_osu:2|academic_profile:2|university:1,10.0,8.8,7.2,7.0,8.5
punit-tulpule-9c9e12c7.txt,Punit Tulpule,8,8,6,academic_profile:4|faculty_osu:2|publications:1|other:1,7.5,10.0,8.6,8.5,8.5
satyanarayana-seetharaman-59f1392c.txt,Satyanarayana Seetharaman,7,7,4,faculty_osu:4|academic_profile:2|other:1,10.0,8.8,7.2,7.0,8.5
scott-graham-849e463b.txt,Scott Graham,6,6,6,other:3|faculty_osu:1|academic_profile:1|encyclopedia:1,8.3,10.0,8.6,7.0,8.5
shaileshh-bojja-venkatakrishnan-a5e6690a.txt,Shaileshh Bojja Venkatakrishnan,8,8,6,other:4|faculty_osu:2|publications:1|university:1,7.5,10.0,8.6,8.5,8.5
shang-zhai-f35401de.txt,Shang Zhai,11,11,4,faculty_osu:8|academic_profile:1|publications:1|other:1,8.2,8.8,8.6,8.5,8.5
sharika-kumar-4ea338e3.txt,Sharika Kumar,6,6,6,academic_profile:3|faculty_osu:1|university:1|other:1,8.3,10.0,8.6,7.0,8.5
tara-king-43295a0d.txt,Tara King,5,5,4,faculty_osu:2|other:2|academic_profile:1,10.0,8.8,7.2,7.0,8.5
teng-teng-7d645710.txt,Teng Teng,6,6,6,university:2|other:2|faculty_osu:1|academic_profile:1,8.3,10.0,8.6,7.0,8.5
thanh-tran-52e40d47.txt,Thanh Tran,5,5,4,faculty_osu:2|academic_profile:2|other:1,10.0,8.8,7.2,7.0,8.5
vishnu-chhabra-913e4c0a.txt,Vishnu Chhabra,8,8,8,other:4|academic_profile:2|faculty_osu:1|publications:1,7.5,10.0,8.6,8.5,8.5
wolfgang-windl-9580932f.txt,Wolfgang Windl,6,6,6,academic_profile:2|university:2|faculty_osu:1|other:1,8.3,10.0,8.6,7.0,8.5
ali-keyhani-748e0f25.txt,Ali Keyhani,13,13,10,other:5|books:4|faculty_osu:1|publications:1|university:1|academic_profile:1,5.4,10.0,10.0,10.0,8.4
anant-agarwal-4e1b0777.txt,Anant Agarwal,11,11,9,other:5|faculty_osu:2|academic_profile:2|publications:2,7.3,10.0,8.6,8.5,8.4
asimina-kiourti-a16e3c90.txt,Asimina Kiourti,11,11,7,faculty_osu:5|other:3|academic_profile:2|publications:1,7.3,10.0,8.6,8.5,8.4
beverly-vandiver-98edef68.txt,Beverly Vandiver,8,8,7,publications:2|other:2|faculty_osu:1|academic_profile:1|university:1|encyclopedia:1,6.2,10.0,10.0,8.5,8.4
bharat-bhushan-27de168e.txt,Bharat Bhushan,11,11,9,other:4|academic_profile:3|faculty_osu:2|publications:1|university:1,6.4,10.0,10.0,8.5,8.4
hojjat-adeli-3ba14aa4.txt,Hojjat Adeli,20,20,11,faculty_osu:6|publications:5|academic_profile:4|other:4|encyclopedia:1,5.5,10.0,10.0,10.0,8.4
ian-bentley-20733fa5.txt,Ian Bentley,12,12,11,other:10|faculty_osu:1|academic_profile:1,8.3,10.0,7.2,8.5,8.4
ingrid-adams-4b69a3b4.txt,Ingrid Adams,11,11,7,faculty_osu:5|academic_profile:3|other:2|publications:1,7.3,10.0,8.6,8.5,8.4
jenna-kline-60566eb7.txt,Jenna Kline,8,8,8,academic_profile:2|publications:2|other:2|faculty_osu:1|university:1,6.2,10.0,10.0,8.5,8.4
joseph-fiksel-5258da39.txt,Joseph Fiksel,12,12,8,faculty_osu:5|other:5|academic_profile:2,8.3,10.0,7.2,8.5,8.4
mi-zhang-35dc3548.txt,Mi Zhang,13,13,8,academic_profile:6|other:3|faculty_osu:2|publications:1|university:1,5.4,10.0,10.0,10.0,8.4
michael-groeber-96aed83d.txt,Michael Groeber,16,16,6,faculty_osu:9|academic_profile:5|other:2,7.5,10.0,7.2,10.0,8.4
michael-pennell-b8c6d44a.txt,Michael Pennell,11,11,9,other:4|faculty_osu:3|academic_profile:2|university:2,7.3,10.0,8.6,8.5,8.4
mohamad-nahleh-a8ab13cf.txt,Mohamad Nahleh,14,14,8,faculty_osu:5|other:5|university:3|academic_profile:1,6.4,10.0,8.6,10.0,8.4
rashad-alirhayim-71f2f036.txt,Rashad Alirhayim,9,9,4,other:5|faculty_osu:2|academic_profile:2,8.9,8.8,7.2,8.5,8.4
sarah-rudolph-cole-26aae6e1.txt,Sarah Rudolph Cole,7,7,6,faculty_osu:2|other:2|academic_profile:1|university:1|encyclopedia:1,7.1,10.0,10.0,7.0,8.4
susie-breitenstein-690b7e21.txt,Susie Breitenstein,15,15,7,faculty_osu:8|other:5|academic_profile:2,7.3,10.0,7.2,10.0,8.4
